"quarter3","total_wage","ID"
"133","2264050","2179834"
"41292","667104274","2179835"
"42792","500495192","2179836"
"185","3070598","2179837"
"3331","36300317","2179838"
"20255","262111352","2179839"
"4107","78817449","2179840"
"81","1020987","2179841"
"6724","70264643","2179842"
"501551","8399755326","2179843"
"328806","4913063681","2179844"
"5046","86984073","2179845"
"895500","16814478987","2179846"
"1244107","21912827774","2179847"
"177722","2268427445","2179848"
"46575","1046931140","2179849"
"142939","1855597965","2179850"
"193129","2977846329","2179851"
"493704","6805493985","2179852"
"30679","448079378","2179853"
"355","5160525","2179854"
"13251","165942489","2179855"
"3081","77384056","2179856"
"44990","527163715","2179857"
"1204","20154219","2179858"
"9113","97310430","2179859"
"63745","831589569","2179860"
"33953","430692915","2179861"
"88308","1292730300","2179862"
"17490","448577922","2179863"
"1288","31756785","2179864"
"5414","138757466","2179865"
"7688","189024734","2179866"
"1385","36045901","2179867"
"4857","120382192","2179868"
"32885","1081868311","2179869"
"10497","151143195","2179870"
"12308","347369224","2179871"
"94830","1290153359","2179872"
"2819","91851827","2179873"
"23150","321903125","2179874"
"109579","1628906457","2179875"
"134662","2020978367","2179876"
"563","10937079","2179877"
"75044","1338938443","2179878"
"173","2624703","2179879"
"241","4257527","2179880"
"3870","100103967","2179881"
"426955","7420913857","2179882"
"91813","1267520932","2179883"
"55851","810462675","2179884"
"1348","47572484","2179885"
"1990","56042888","2179886"
"241","4257527","2179887"
"42792","500495192","2179888"
"3709577","137920852846","2179889"
"12753","375720827","2179890"
"4332","74732366","2179891"
"33679","464101638","2179892"
"2569","41589865","2179893"
"3213","47323400","2179894"
"4330","152230940","2179895"
"1059928","18273437662","2179896"
"24397","253324284","2179897"
"225","1999601","2179898"
"125","1145330","2179899"
"25","232232","2179900"
"145","1238210","2179901"
"277","2546604","2179902"
"920","10693023","2179903"
"583","5381088","2179904"
"48","284165","2179905"
"190","1621295","2179906"
"596","6677269","2179907"
"799","8219289","2179908"
"255","2384725","2179909"
"132","922616","2179910"
"675","6100502","2179911"
"789","6982000","2179912"
"126","930893","2179913"
"333","3642830","2179914"
"39","474430","2179915"
"843","10678114","2179916"
"83","733765","2179917"
"21","174311","2179918"
"124","990399","2179919"
"540","5876761","2179920"
"330","7281229","2179921"
"295","3039790","2179922"
"650","7364729","2179923"
"512","5921524","2179924"
"305","3284975","2179925"
"238","2161594","2179926"
"123","1111906","2179927"
"143","6155840","2179928"
"526","4624797","2179929"
"312","2500324","2179930"
"761","7876525","2179931"
"482","5361651","2179932"
"1070","11156844","2179933"
"654","5370555","2179934"
"229","1962631","2179935"
"77","532186","2179936"
"61","547805","2179937"
"32","242052","2179938"
"356","3805252","2179939"
"48","324818","2179940"
"424","4024127","2179941"
"6","29588","2179942"
"140","844204","2179943"
"183","1783575","2179944"
"102","800261","2179945"
"584","6162545","2179946"
"436","3795495","2179947"
"2251","21254632","2179948"
"359","3431097","2179949"
"94","759423","2179950"
"504","5876405","2179951"
"647","6581925","2179952"
"145","1957217","2179953"
"354","3196111","2179954"
"1470","14316018","2179955"
"311","3920771","2179956"
"954","10160691","2179957"
"192","1172931","2179958"
"2392","23964950","2179959"
"2677","28838428","2179960"
"5652","58509925","2179961"
"3171","32063762","2179962"
"2374","22366538","2179963"
"930","7503137","2179964"
"532","13929614","2179965"
"2495","26504399","2179966"
"1732","16281184","2179967"
"2300","20679819","2179968"
"587","5834441","2179969"
"402","3691934","2179970"
"239","1997633","2179971"
"1175","13077748","2179972"
"583","5381088","2179973"
"667","5863235","2179974"
"399","3076097","2179975"
"1076","11425303","2179976"
"882","8953054","2179977"
"675","6100502","2179978"
"789","6982000","2179979"
"417","3480228","2179980"
"3101","33574089","2179981"
"948","9412247","2179982"
"835","8916551","2179983"
"305","3284975","2179984"
"532","13929614","2179985"
"526","4624797","2179986"
"761","7876525","2179987"
"2246","21650861","2179988"
"1070","11156844","2179989"
"229","1962631","2179990"
"48","324818","2179991"
"923","9177455","2179992"
"584","6162545","2179993"
"2251","21254632","2179994"
"359","3431097","2179995"
"504","5876405","2179996"
"647","6581925","2179997"
"1151","10702772","2179998"
"239","1997633","2179999"
"1315","11606797","2180000"
"48","284165","2180001"
"499","5153328","2180002"
"504","5876405","2180003"
"647","6581925","2180004"
"532","13929614","2180005"
"1429","15402433","2180006"
"3753","36870859","2180007"
"1502","15760680","2180008"
"436","3490723","2180009"
"540","5876761","2180010"
"736","6648307","2180011"
"2374","22366538","2180012"
"9881","93650585","2180013"
"73","372258","2180014"
"13","63516","2180015"
"48","255152","2180016"
"35","247424","2180017"
"171","1801408","2180018"
"310","2882462","2180019"
"62","546762","2180020"
"161","1348471","2180021"
"316","2892179","2180022"
"29","109248","2180023"
"337","3053815","2180024"
"346","2588201","2180025"
"63","490380","2180026"
"249","3675952","2180027"
"33","167391","2180028"
"56","530882","2180029"
"296","6765726","2180030"
"14","64996","2180031"
"112","1447048","2180032"
"196","2812582","2180033"
"203","2564613","2180034"
"41","206595","2180035"
"20","164988","2180036"
"52","1339531","2180037"
"260","1644147","2180038"
"75","379637","2180039"
"288","3367440","2180040"
"107","884814","2180041"
"826","8903867","2180042"
"407","3046101","2180043"
"132","856586","2180044"
"9","66233","2180045"
"9","107053","2180046"
"59","430688","2180047"
"31","174382","2180048"
"73","485305","2180049"
"58","238111","2180050"
"58","316739","2180051"
"40","258011","2180052"
"12","89268","2180053"
"124","915677","2180054"
"1998","18411859","2180055"
"30","186405","2180056"
"71","445746","2180057"
"447","3231862","2180058"
"90","1054438","2180059"
"64","375847","2180060"
"868","6982839","2180061"
"93","782911","2180062"
"190","2074754","2180063"
"148","915303","2180064"
"708","5778106","2180065"
"796","8873865","2180066"
"2324","21849435","2180067"
"1773","16399475","2180068"
"2018","18576847","2180069"
"203","936675","2180070"
"362","8255155","2180071"
"326","2613672","2180072"
"394","2601831","2180073"
"964","7425750","2180074"
"132","802946","2180075"
"48","310940","2180076"
"49","258192","2180077"
"180","1837257","2180078"
"310","2882462","2180079"
"183","1241883","2180080"
"102","720783","2180081"
"244","1928526","2180082"
"349","3059570","2180083"
"337","3053815","2180084"
"346","2588201","2180085"
"101","451726","2180086"
"958","10243855","2180087"
"287","3232758","2180088"
"70","595878","2180089"
"203","2564613","2180090"
"362","8255155","2180091"
"260","1644147","2180092"
"288","3367440","2180093"
"1163","9040967","2180094"
"826","8903867","2180095"
"132","856586","2180096"
"31","174382","2180097"
"227","1915590","2180098"
"12","89268","2180099"
"1998","18411859","2180100"
"30","186405","2180101"
"71","445746","2180102"
"447","3231862","2180103"
"263","1526362","2180104"
"49","258192","2180105"
"606","4232348","2180106"
"154","1430285","2180107"
"71","445746","2180108"
"447","3231862","2180109"
"362","8255155","2180110"
"950","9861160","2180111"
"1845","15840718","2180112"
"616","7036608","2180113"
"91","420176","2180114"
"56","530882","2180115"
"2018","18576847","2180116"
"346","3120048","2180117"
"642","7667106","2180118"
"56","596478","2180119"
"44","416111","2180120"
"8","58766","2180121"
"21","254979","2180122"
"93","1356360","2180123"
"25","1035926","2180124"
"21","251580","2180125"
"32","226668","2180126"
"12","88912","2180127"
"49","398826","2180128"
"21","214758","2180129"
"4","29015","2180130"
"12","97457","2180131"
"28","262000","2180132"
"6","55261","2180133"
"56","540788","2180134"
"89","1698825","2180135"
"309","3646682","2180136"
"13","89816","2180137"
"27","265832","2180138"
"28","294150","2180139"
"39","312812","2180140"
"72","568405","2180141"
"56","596478","2180142"
"7","48980","2180143"
"17","153125","2180144"
"44","416111","2180145"
"8","58766","2180146"
"14","176085","2180147"
"221","2774171","2180148"
"32","1065091","2180149"
"20","222590","2180150"
"21","251580","2180151"
"32","226668","2180152"
"67","620931","2180153"
"12","97457","2180154"
"9","118597","2180155"
"50","332464","2180156"
"12","97457","2180157"
"209","2412939","2180158"
"33","1102347","2180159"
"8","58766","2180160"
"1978","20159586","2180161"
"9","57919","2180162"
"21","160269","2180163"
"60","427947","2180164"
"114","743893","2180165"
"76","743569","2180166"
"32","294545","2180167"
"224","3404813","2180168"
"8","41479","2180169"
"9","53587","2180170"
"99","1966496","2180171"
"6","4860","2180172"
"7","61668","2180173"
"12","127920","2180174"
"20","96620","2180175"
"48","431601","2180176"
"144","1457633","2180177"
"77","806569","2180178"
"74","536141","2180179"
"28","191016","2180180"
"49","334947","2180181"
"278","2237017","2180182"
"3","31576","2180183"
"23","143622","2180184"
"42","195414","2180185"
"43","377304","2180186"
"13","128866","2180187"
"79","924725","2180188"
"9","68664","2180189"
"124","784412","2180190"
"257","2281733","2180191"
"591","8066937","2180192"
"328","2671741","2180193"
"285","2298685","2180194"
"57","191874","2180195"
"74","574502","2180196"
"110","682969","2180197"
"119","1583571","2180198"
"35","216399","2180199"
"9","57919","2180200"
"27","189181","2180201"
"49","334947","2180202"
"37","201360","2180203"
"49","359225","2180204"
"68","469426","2180205"
"114","743893","2180206"
"76","743569","2180207"
"53","156580","2180208"
"389","5189694","2180209"
"99","1966496","2180210"
"12","127920","2180211"
"20","96620","2180212"
"103","910747","2180213"
"144","1457633","2180214"
"74","536141","2180215"
"21","98587","2180216"
"278","2237017","2180217"
"3","31576","2180218"
"23","143622","2180219"
"42","195414","2180220"
"98","441973","2180221"
"88","871489","2180222"
"23","143622","2180223"
"42","195414","2180224"
"169","1700858","2180225"
"285","3704221","2180226"
"230","2092552","2180227"
"114","743893","2180228"
"285","2298685","2180229"
"2873","21705758","2180230"
"8","49663","2180231"
"213","1518210","2180232"
"122","940108","2180233"
"157","1271797","2180234"
"72","583625","2180235"
"27","187104","2180236"
"64","263462","2180237"
"176","1076638","2180238"
"117","1713469","2180239"
"18","106461","2180240"
"119","1092496","2180241"
"150","1185880","2180242"
"40","231226","2180243"
"28","134371","2180244"
"55","296774","2180245"
"47","391286","2180246"
"114","964838","2180247"
"354","2580780","2180248"
"670","5375113","2180249"
"16","128771","2180250"
"133","791378","2180251"
"238","1682169","2180252"
"165","1994358","2180253"
"1051","7732369","2180254"
"579","4461492","2180255"
"122","1036576","2180256"
"29","111985","2180257"
"11","86776","2180258"
"149","1107996","2180259"
"108","699364","2180260"
"421","2792673","2180261"
"40","231226","2180262"
"8","49663","2180263"
"213","1518210","2180264"
"102","688060","2180265"
"149","1107996","2180266"
"161","1301656","2180267"
"72","583625","2180268"
"27","187104","2180269"
"10","29658","2180270"
"150","1185880","2180271"
"64","263462","2180272"
"11","86776","2180273"
"176","1076638","2180274"
"117","1713469","2180275"
"837","6283027","2180276"
"119","1092496","2180277"
"39","172338","2180278"
"114","964838","2180279"
"354","2580780","2180280"
"67","342546","2180281"
"203","1263742","2180282"
"354","2580780","2180283"
"11","86776","2180284"
"148","1264067","2180285"
"1035","7722294","2180286"
"157","1944695","2180287"
"77","616645","2180288"
"122","1036576","2180289"
"3642","33995655","2180290"
"32","182703","2180291"
"11","49237","2180292"
"36","163314","2180293"
"19","158444","2180294"
"53","482455","2180295"
"22","220531","2180296"
"74","595348","2180297"
"173","1009308","2180298"
"21","96053","2180299"
"214","4638762","2180300"
"10","37101","2180301"
"20","183396","2180302"
"15","64048","2180303"
"4","22582","2180304"
"27","144726","2180305"
"133","1333574","2180306"
"17","145684","2180307"
"341","3069098","2180308"
"12","26698","2180309"
"21","143439","2180310"
"24","224333","2180311"
"1597","15068174","2180312"
"27","186198","2180313"
"38","252708","2180314"
"26","207649","2180315"
"59","480060","2180316"
"235","2121470","2180317"
"239","2367660","2180318"
"329","2074420","2180319"
"537","4512491","2180320"
"1601","15090756","2180321"
"230","4781775","2180322"
"101","659160","2180323"
"283","1844170","2180324"
"53","326142","2180325"
"30","207681","2180326"
"36","163314","2180327"
"53","482455","2180328"
"43","316584","2180329"
"74","595348","2180330"
"173","1009308","2180331"
"176","940309","2180332"
"83","440270","2180333"
"15","64048","2180334"
"230","4781775","2180335"
"27","144726","2180336"
"133","1333574","2180337"
"341","3069098","2180338"
"12","26698","2180339"
"139","1478744","2180340"
"1597","15068174","2180341"
"27","186198","2180342"
"38","252708","2180343"
"81","555191","2180344"
"36","163314","2180345"
"200","1154034","2180346"
"115","1254411","2180347"
"27","186198","2180348"
"38","252708","2180349"
"230","4781775","2180350"
"404","3554381","2180351"
"294","1817878","2180352"
"165","1543668","2180353"
"78","628561","2180354"
"1601","15090756","2180355"
"746","10122480","2180356"
"33","555793","2180357"
"69","1072183","2180358"
"52","542424","2180359"
"4","27947","2180360"
"16","152173","2180361"
"15","133469","2180362"
"14","61583","2180363"
"12","112156","2180364"
"3","15308","2180365"
"10","77988","2180366"
"3","7165","2180367"
"22","145641","2180368"
"55","649267","2180369"
"46","531289","2180370"
"44","329027","2180371"
"316","4663935","2180372"
"20","97234","2180373"
"63","593786","2180374"
"36","247526","2180375"
"69","636931","2180376"
"12","69417","2180377"
"43","436310","2180378"
"33","555793","2180379"
"69","1072183","2180380"
"52","542424","2180381"
"17","76891","2180382"
"22","153801","2180383"
"18","153812","2180384"
"19","153876","2180385"
"18","156199","2180386"
"22","93474","2180387"
"10","77988","2180388"
"3","7165","2180389"
"8","68055","2180390"
"65","610619","2180391"
"17","40727","2180392"
"3","7165","2180393"
"22","183386","2180394"
"31","353346","2180395"
"16","152173","2180396"
"69","1072183","2180397"
"11261","121145246","2180398"
"145","1567906","2180399"
"102","1025569","2180400"
"85","901008","2180401"
"226","2185417","2180402"
"698","8396641","2180403"
"230","1982610","2180404"
"39","245668","2180405"
"108","882492","2180406"
"406","5042720","2180407"
"416","4809261","2180408"
"227","2118583","2180409"
"70","566610","2180410"
"143","1351086","2180411"
"388","4042976","2180412"
"37","187068","2180413"
"249","2639644","2180414"
"588","6954514","2180415"
"99","867491","2180416"
"403","4272626","2180417"
"227","2412600","2180418"
"503","5668639","2180419"
"204","1835560","2180420"
"46","388410","2180421"
"194","1927716","2180422"
"32","351425","2180423"
"168","1919817","2180424"
"164","1476437","2180425"
"439","4317425","2180426"
"362","4351335","2180427"
"44","291045","2180428"
"21","200655","2180429"
"94","1076921","2180430"
"50","357440","2180431"
"291","3340145","2180432"
"224","2392505","2180433"
"74","527376","2180434"
"112","1346329","2180435"
"36","307021","2180436"
"494","4838396","2180437"
"288","2686672","2180438"
"87","1037637","2180439"
"304","3061967","2180440"
"191","2025637","2180441"
"264","2638178","2180442"
"500","6377361","2180443"
"58","830709","2180444"
"726","7685366","2180445"
"23","156815","2180446"
"1396","15400729","2180447"
"1662","17745130","2180448"
"2805","32090116","2180449"
"711","8500192","2180450"
"119","1389062","2180451"
"583","5164710","2180452"
"22","335944","2180453"
"1816","19393054","2180454"
"983","9388344","2180455"
"1114","11156389","2180456"
"437","4908651","2180457"
"175","1634936","2180458"
"328","3210986","2180459"
"925","10515224","2180460"
"230","1982610","2180461"
"439","4278669","2180462"
"228","1806542","2180463"
"692","7869432","2180464"
"459","5330314","2180465"
"143","1351086","2180466"
"388","4042976","2180467"
"270","2463342","2180468"
"1838","20509174","2180469"
"467","4179488","2180470"
"630","6685226","2180471"
"46","388410","2180472"
"22","335944","2180473"
"168","1919817","2180474"
"439","4317425","2180475"
"921","11192532","2180476"
"44","291045","2180477"
"94","1076921","2180478"
"500","5161764","2180479"
"494","4838396","2180480"
"87","1037637","2180481"
"304","3061967","2180482"
"191","2025637","2180483"
"735","7828532","2180484"
"175","1634936","2180485"
"556","5962793","2180486"
"39","245668","2180487"
"276","2769259","2180488"
"191","2025637","2180489"
"690","11831262","2180490"
"22","335944","2180491"
"105","1146900","2180492"
"1455","17143215","2180493"
"737","7229906","2180494"
"263","2343928","2180495"
"403","4272626","2180496"
"147","1371281","2180497"
"119","1389062","2180498"
"8982","92442157","2180499"
"143","1523227","2180500"
"102","1025569","2180501"
"85","901008","2180502"
"223","2166580","2180503"
"675","8151117","2180504"
"230","1982610","2180505"
"29","200233","2180506"
"100","828396","2180507"
"213","2185662","2180508"
"116","1166358","2180509"
"227","2118583","2180510"
"69","557464","2180511"
"72","713991","2180512"
"254","2129597","2180513"
"27","148815","2180514"
"232","2033131","2180515"
"553","6634722","2180516"
"93","851961","2180517"
"362","3737298","2180518"
"227","2412600","2180519"
"499","5616450","2180520"
"199","1795809","2180521"
"41","316708","2180522"
"187","1856073","2180523"
"168","1919817","2180524"
"164","1476437","2180525"
"402","4090121","2180526"
"360","4344580","2180527"
"35","206208","2180528"
"21","200655","2180529"
"38","264240","2180530"
"203","2097099","2180531"
"174","1861743","2180532"
"65","497644","2180533"
"112","1346329","2180534"
"15","110678","2180535"
"494","4838396","2180536"
"272","2583585","2180537"
"9","86569","2180538"
"6","43213","2180539"
"59","406976","2180540"
"147","1558548","2180541"
"14","43086","2180542"
"261","2615224","2180543"
"167","1848701","2180544"
"723","7667060","2180545"
"18","146674","2180546"
"906","9303394","2180547"
"1575","17100142","2180548"
"2397","26886228","2180549"
"135","1129334","2180550"
"12","88769","2180551"
"549","4954605","2180552"
"1555","15355902","2180553"
"873","8382539","2180554"
"977","9224173","2180555"
"347","3620926","2180556"
"325","3192149","2180557"
"144","1307984","2180558"
"902","10269700","2180559"
"230","1982610","2180560"
"413","4130147","2180561"
"207","1650100","2180562"
"472","4367608","2180563"
"123","1199001","2180564"
"72","713991","2180565"
"254","2129597","2180566"
"254","2361967","2180567"
"1796","20118887","2180568"
"456","4124207","2180569"
"589","6149898","2180570"
"41","316708","2180571"
"168","1919817","2180572"
"402","4090121","2180573"
"560","6450633","2180574"
"35","206208","2180575"
"436","4483467","2180576"
"494","4838396","2180577"
"9","86569","2180578"
"6","43213","2180579"
"147","1558548","2180580"
"14","43086","2180581"
"586","5980313","2180582"
"144","1307984","2180583"
"422","4049414","2180584"
"29","200233","2180585"
"262","2621724","2180586"
"147","1558548","2180587"
"14","43086","2180588"
"43","329044","2180589"
"1106","12473768","2180590"
"673","6830442","2180591"
"257","2328398","2180592"
"362","3737298","2180593"
"72","713991","2180594"
"12","88769","2180595"
"25","253773","2180596"
"1023","12723932","2180597"
"29","480267","2180598"
"286","2955554","2180599"
"58","810585","2180600"
"160","1727537","2180601"
"299","3002008","2180602"
"29","480267","2180603"
"244","3930278","2180604"
"37","291361","2180605"
"29","480267","2180606"
"286","2955554","2180607"
"29","480267","2180608"
"63","552177","2180609"
"7","60523","2180610"
"4","42647","2180611"
"17","118779","2180612"
"7","60523","2180613"
"14","172436","2180614"
"6","55147","2180615"
"17","118779","2180616"
"5","52301","2180617"
"7","60523","2180618"
"4","42647","2180619"
"17","118779","2180620"
"4","42647","2180621"
"17","118779","2180622"
"98","1298195","2180623"
"24","262161","2180624"
"43","517467","2180625"
"24","262161","2180626"
"43","517467","2180627"
"1070","13875012","2180628"
"53","531043","2180629"
"11","109266","2180630"
"10","93919","2180631"
"7","72337","2180632"
"33","239926","2180633"
"8","89861","2180634"
"12","63200","2180635"
"21","263174","2180636"
"51","715478","2180637"
"381","4712405","2180638"
"38","263409","2180639"
"269","4285232","2180640"
"18","183780","2180641"
"33","207944","2180642"
"21","185944","2180643"
"50","500104","2180644"
"14","128103","2180645"
"18","140710","2180646"
"53","531043","2180647"
"11","109266","2180648"
"15","99214","2180649"
"9","37008","2180650"
"21","185944","2180651"
"7","72337","2180652"
"47","387461","2180653"
"8","89861","2180654"
"12","63200","2180655"
"21","263174","2180656"
"131","1555222","2180657"
"11","109266","2180658"
"14","147535","2180659"
"21","263174","2180660"
"21","185944","2180661"
"60","805356","2180662"
"57","551238","2180663"
"18","183780","2180664"
"586","7357735","2180665"
"10","56245","2180666"
"10","58613","2180667"
"15","113213","2180668"
"3","28755","2180669"
"21","255035","2180670"
"19","182255","2180671"
"17","147200","2180672"
"58","767008","2180673"
"35","459160","2180674"
"21","174311","2180675"
"49","557694","2180676"
"14","112975","2180677"
"7","46110","2180678"
"24","301874","2180679"
"5","26053","2180680"
"12","117257","2180681"
"74","1201333","2180682"
"19","174161","2180683"
"16","113646","2180684"
"22","492045","2180685"
"5","23156","2180686"
"11","174095","2180687"
"59","864787","2180688"
"15","115080","2180689"
"21","282594","2180690"
"19","138026","2180691"
"57","629373","2180692"
"299","3936933","2180693"
"74","649272","2180694"
"32","209256","2180695"
"25","169458","2180696"
"12","79250","2180697"
"4","28628","2180698"
"3","28755","2180699"
"35","309819","2180700"
"22","211815","2180701"
"117","1343554","2180702"
"7","41036","2180703"
"40","485213","2180704"
"10","108499","2180705"
"18","155378","2180706"
"108","1392046","2180707"
"7","46110","2180708"
"11","174095","2180709"
"51","817075","2180710"
"74","1201333","2180711"
"16","113646","2180712"
"30","334603","2180713"
"12","79250","2180714"
"27","515201","2180715"
"14","194571","2180716"
"11","86452","2180717"
"17","144160","2180718"
"12","209503","2180719"
"569","7071447","2180720"
"10","56245","2180721"
"10","58613","2180722"
"15","113213","2180723"
"3","28755","2180724"
"21","255035","2180725"
"19","182255","2180726"
"12","95523","2180727"
"58","767008","2180728"
"35","459160","2180729"
"21","174311","2180730"
"49","557694","2180731"
"14","112975","2180732"
"7","46110","2180733"
"24","301874","2180734"
"5","26053","2180735"
"7","40472","2180736"
"74","1201333","2180737"
"19","174161","2180738"
"16","113646","2180739"
"22","492045","2180740"
"5","23156","2180741"
"11","174095","2180742"
"59","864787","2180743"
"15","115080","2180744"
"21","282594","2180745"
"18","132626","2180746"
"57","629373","2180747"
"294","3885256","2180748"
"69","572487","2180749"
"32","209256","2180750"
"25","169458","2180751"
"12","79250","2180752"
"4","28628","2180753"
"3","28755","2180754"
"30","233034","2180755"
"22","211815","2180756"
"112","1291877","2180757"
"7","41036","2180758"
"40","485213","2180759"
"10","108499","2180760"
"18","155378","2180761"
"108","1392046","2180762"
"7","46110","2180763"
"11","174095","2180764"
"51","817075","2180765"
"74","1201333","2180766"
"16","113646","2180767"
"30","334603","2180768"
"12","79250","2180769"
"27","515201","2180770"
"14","194571","2180771"
"11","86452","2180772"
"17","144160","2180773"
"119","1092536","2180774"
"16","156424","2180775"
"27","223659","2180776"
"44","404917","2180777"
"43","380083","2180778"
"3","49500","2180779"
"3","49500","2180780"
"27","223659","2180781"
"3","49500","2180782"
"43","380083","2180783"
"65","613377","2180784"
"27","223659","2180785"
"40","356220","2180786"
"3","49500","2180787"
"3","49500","2180788"
"27","223659","2180789"
"3","49500","2180790"
"40","356220","2180791"
"54","479159","2180792"
"44","404917","2180793"
"2550","30078182","2180794"
"7","59437","2180795"
"28","281317","2180796"
"40","487261","2180797"
"62","486963","2180798"
"9","32774","2180799"
"156","1332103","2180800"
"53","350130","2180801"
"9","106245","2180802"
"5","34700","2180803"
"22","238901","2180804"
"23","414568","2180805"
"32","228566","2180806"
"110","1249764","2180807"
"56","331952","2180808"
"55","439069","2180809"
"89","4609194","2180810"
"96","1050483","2180811"
"59","531275","2180812"
"27","145550","2180813"
"13","125502","2180814"
"199","1955432","2180815"
"226","2123799","2180816"
"16","109973","2180817"
"48","461377","2180818"
"5","27743","2180819"
"103","844443","2180820"
"5","28988","2180821"
"26","235229","2180822"
"5","18985","2180823"
"138","1573317","2180824"
"237","3356634","2180825"
"45","430019","2180826"
"21","279653","2180827"
"21","158930","2180828"
"91","781723","2180829"
"160","2307151","2180830"
"32","325496","2180831"
"229","1921328","2180832"
"181","1884296","2180833"
"502","4287780","2180834"
"624","6621152","2180835"
"193","2012386","2180836"
"87","772379","2180837"
"145","5289015","2180838"
"53","554490","2180839"
"276","3610008","2180840"
"190","1888424","2180841"
"17","116168","2180842"
"44","488982","2180843"
"40","487261","2180844"
"10","32864","2180845"
"42","305228","2180846"
"23","283791","2180847"
"67","522134","2180848"
"156","1332103","2180849"
"53","350130","2180850"
"295","2712561","2180851"
"175","1832223","2180852"
"27","243401","2180853"
"56","331952","2180854"
"145","5289015","2180855"
"96","1050483","2180856"
"27","145550","2180857"
"151","1243267","2180858"
"199","1955432","2180859"
"145","1283026","2180860"
"138","1573317","2180861"
"237","3356634","2180862"
"45","430019","2180863"
"123","1013275","2180864"
"33","316807","2180865"
"149","1400613","2180866"
"42","438583","2180867"
"237","3356634","2180868"
"45","430019","2180869"
"145","5289015","2180870"
"373","4387873","2180871"
"439","3692355","2180872"
"137","1395314","2180873"
"65","582459","2180874"
"22","238901","2180875"
"204","1793480","2180876"
"193","2012386","2180877"
"892","8745470","2180878"
"120","1946246","2180879"
"16","132913","2180880"
"5","34700","2180881"
"19","212249","2180882"
"15","162110","2180883"
"88","1015919","2180884"
"146","1582153","2180885"
"226","2123799","2180886"
"26","235229","2180887"
"13","207562","2180888"
"88","707656","2180889"
"109","1228968","2180890"
"377","3347470","2180891"
"151","1620462","2180892"
"13","207562","2180893"
"43","271793","2180894"
"36","472900","2180895"
"35","275090","2180896"
"114","1200318","2180897"
"41","465576","2180898"
"16","132913","2180899"
"246","2320609","2180900"
"95","908352","2180901"
"24","216749","2180902"
"36","472900","2180903"
"88","1015919","2180904"
"131","1017281","2180905"
"146","1582153","2180906"
"13","207562","2180907"
"97","1066855","2180908"
"36","472900","2180909"
"147","1590486","2180910"
"346","3077541","2180911"
"19","212249","2180912"
"13","207562","2180913"
"1588","20225448","2180914"
"62","486963","2180915"
"152","1302127","2180916"
"44","299194","2180917"
"17","66456","2180918"
"39","436839","2180919"
"53","262666","2180920"
"55","439069","2180921"
"87","4588705","2180922"
"8","34564","2180923"
"25","143985","2180924"
"10","67380","2180925"
"53","373279","2180926"
"48","461377","2180927"
"5","27743","2180928"
"103","844443","2180929"
"5","28988","2180930"
"125","1365755","2180931"
"237","3356634","2180932"
"45","430019","2180933"
"21","158930","2180934"
"3","74067","2180935"
"159","2298818","2180936"
"30","315829","2180937"
"214","1671059","2180938"
"66","595230","2180939"
"117","812815","2180940"
"473","5000690","2180941"
"180","1804824","2180942"
"44","500586","2180943"
"107","4746016","2180944"
"6","54275","2180945"
"262","3542268","2180946"
"52","333758","2180947"
"16","100721","2180948"
"6","15379","2180949"
"23","180425","2180950"
"67","522134","2180951"
"152","1302127","2180952"
"44","299194","2180953"
"47","382285","2180954"
"75","872773","2180955"
"53","262666","2180956"
"107","4746016","2180957"
"8","34564","2180958"
"25","143985","2180959"
"17","167864","2180960"
"53","373279","2180961"
"131","1048204","2180962"
"125","1365755","2180963"
"237","3356634","2180964"
"45","430019","2180965"
"122","997828","2180966"
"52","333758","2180967"
"28","203761","2180968"
"237","3356634","2180969"
"45","430019","2180970"
"107","4746016","2180971"
"226","2797387","2180972"
"87","496986","2180973"
"64","580824","2180974"
"36","435934","2180975"
"200","1763504","2180976"
"180","1804824","2180977"
"70","1107264","2180978"
"8","127495","2180979"
"144","4337830","2180980"
"12","225125","2180981"
"12","225125","2180982"
"4360","76111739","2180983"
"504","10373365","2180984"
"21","211932","2180985"
"32","419349","2180986"
"102","1376502","2180987"
"65","778124","2180988"
"124","4481353","2180989"
"10","22605","2180990"
"117","1279771","2180991"
"228","4434582","2180992"
"177","2794196","2180993"
"73","1192102","2180994"
"16","133558","2180995"
"63","587618","2180996"
"39","469381","2180997"
"34","341207","2180998"
"25","191717","2180999"
"135","2033106","2181000"
"48","687172","2181001"
"15","678022","2181002"
"68","545369","2181003"
"25","269237","2181004"
"42","542832","2181005"
"65","1403157","2181006"
"32","495489","2181007"
"45","612020","2181008"
"38","658767","2181009"
"217","3314395","2181010"
"143","1909986","2181011"
"84","1165773","2181012"
"146","2901333","2181013"
"62","698589","2181014"
"150","3763525","2181015"
"74","1043551","2181016"
"23","187720","2181017"
"72","1264177","2181018"
"120","1946246","2181019"
"110","929125","2181020"
"12","392899","2181021"
"1221","20380822","2181022"
"112","1181753","2181023"
"546","11058742","2181024"
"153","3927648","2181025"
"227","2556527","2181026"
"105","1873617","2181027"
"260","4507715","2181028"
"655","12861730","2181029"
"365","5160754","2181030"
"805","14853533","2181031"
"123","1588434","2181032"
"55","607069","2181033"
"17","108779","2181034"
"65","778124","2181035"
"223","6877450","2181036"
"140","1575154","2181037"
"80","1256452","2181038"
