"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text"
"10660","B000FABKWW","A29L15GKGGA3UO","Thomas MacEntee ""Genealogy Ninja and GeneaBlo...","3","3","5","1194998400","Knorr Soups and Mixes Are The Best - And So Is Amazon's Price","I love this gravy mix - much easier and less fat than making from scratch and not as salty as McCormick's or other brands.I use non-fat milk instead of water to make a cream gravy.  This is good stuff.  And by time you order this set of 24 and other items, there is no shipping and no tax.  The price is much less than I could get when on sale at my local supermarket."
"10661","B004AE1FGK","A3T9AU6OZJO0WT","Alicia M. Webster ""perspicacious petunia""","2","2","3","1296345600","A Little Disappointed","The Grape Jam, itself, is of the highest quality, and it tastes great, so I have absolutely no complaints there. However, the glass jars were poorly packaged (it was very heavy and fragile, and was insulated with just two small pillow puffs), and two of the twelve jars arrived with the seals already broken. Since I could not be sure if the food was safe to eat, I had to throw away the two jars. I would not order this product again(or anything else that comes in jars) for that reason."
"10662","B004G90KE2","ALIVARX8L2PFQ","WhyHelloThere","0","0","1","1327363200","Awful.  How can they sell this in good conscience?","This tin must have been sitting on the shelf for a decade; it was totally dried out when I opened it.  When treacle sponge pudding dries, it smells nasty and can't be reconstituted, even with water and some heat.Total waste of money."
"10663","B00727IF06","A14DYYNBOSZLAN","Eyal Erez","0","0","5","1350432000","My favorite chip","These are, hands-down, my favorite potato chips.  They are very light and flaky with a hint of vinegar that make them simply irresistible."
"10664","B0019LXINU","A3PE3PU4CQHY1J","Tamara","2","2","5","1332374400","organic smooth move","I like this product because it is a very fast working product.  It works every time and you know what to expect. No unexpected emergencies.  Very smooth!!"
"10665","B0019LXINU","ASE3TTBV9PLSR","Beachreader42 ""beachreader42""","1","1","4","1340323200","Smooth Move Really Helps Move!","Several people recommended this tea to me when I was on a high protein diet and things got stopped up.  I do not love the taste (sort of licorice) but after adding a sweetener I liked it better.  It is effective.  Sip it in the evening."
"10666","B000J3K4ZE","A37ZP48G4QCHS1","Paula McCarty","0","0","5","1318896000","Fantastic Rub - nothing better in the market","Ok Folks - listen up. For special occasions, we'll spend the big bucks and get a rack of lamb.  You're lucky today if you can even find it in the stores - it's so expensive - often at $20-40 per pound.  So, the very last thing you want to do, after spending all that money, is ruin it with the wrong flavoring. Colorado Spices, New Zealand Lamb Rub has the right blend of herbs that goes well on just about any meat.  We just used it on some fresh bluefin and yellowfin tuna and it was FANTASTIC. My 88 year old Mother, who cooks every day and is not a huge spice fan (she's used to plain, New England cooking) loves and uses the rub on chicken, lamb, and fish.  She's having me order another case and loves the individual packets - as the rub does not lose its taste or flavor and stays fresh.  This is a great product!"
"10667","B00389Q4XW","A1Z4PPP3SZ50C8","K. R. ""Mudcats12""","40","41","3","1290729600","Average","Is this hot chocolate....yesIs this good hot chocolate....um, sortaIs this gourmet hot chocolate....not a chance.In my opinion, the only advantage you get but using the Green Mountain K-cups of hot chocolate is the simplicity of using your Keurig machine to heat the water instead of using the microwave or stove-top. Other than that the finished product is comparable to any Swiss Miss or other brand of powdered instant cocoa. It actually may be worse if you use the largest setting on your machine. The largest setting makes it much too watery.Green Mountain needs to go back to the drawing board on this.3 stars because it does make hot chocolate in your Keurig without having to dirty dishes and tear open pouches, but if you're looking for good hot chocolate, keep shopping."
"10668","B00389Q4XW","A36WQVG3VXXBHL","K. Ozbayrak","18","19","5","1272499200","Became an instant favorite!","It is indeed a ""rich and creamy chocolaty delight"" if you use the smallest cup size on your machine.  Remember to shake the box well before using.  Some cocoa still remains in the K-cup after brewing, but regardless, you get a very satisfying cup of hot cocoa!"
"10669","B00389Q4XW","AEXV6D6FSTRJP","Nathan C. Moore","23","26","4","1279584000","Best Hot Chocolate I've Ever Tasted... Worst Price I've Ever Seen","I have never had any hot chocolate that tastes better than this. Not homemade, not from starbucks, not from Swissmiss... This is hands down the best I've ever had. I go through so much of this stuff because whenever friends come over, they go straight for it.But what happened to the price? Most k-cups run from about $0.45 - $0.65 but Amazon has these things going for $0.92. Even Bed Bath & Beyond has them cheaper than that. Bring the price back down to something reasonable and your 5-star review will return."
"10670","B00389Q4XW","A22HVOBKJGIWN6","Claire Richardson","7","7","5","1279497600","great tasting product!","This is a fantastic soy based product that's not too sweet, is very smoothe, and wonderfully chocolaty.i highly recommend this."
"10671","B00389Q4XW","AU24QSWY1IPXM","Mattphoto","9","11","2","1286064000","A small cup of chocolate flavored water","For the price you pay and size of each cup (you can really only make the smallest size) you are getting taken with this purchase. Buy the traditional mix from any other company, you will get a better value, better taste and a richer texture. This snot a horrible mix, it tastes ok, but it is nothing more than a decent cup of chocolate flavored water. It has no thickness to it. Swiss Miss or any other grocery store hot chocolate beats it hands down.All you are getting with this is convenience of using K-cups, which is not much of one to begin with.Avoid it."
"10672","B00389Q4XW","A3P6IPJWS53P32","Gladys Clausing","4","4","2","1296432000","Keurig Hot Chocolate Pods","It is so watery and weak, I had to brew the smallest cup and then put in another pod to get a full cup of hot chocolate.  This makes the pods very expensive and not figure friendly.  Each pod is 60 calories, so a full cup would be 120.  Will not purchase anymore."
"10673","B00389Q4XW","AIM09S38IAY87","Kenneth L. Gallagher ""NPG""","4","4","5","1278288000","Good Cocoa","Very tasty.  You do need to remove the top and scrape out the remaining cocoa to really get all of the flavor.  This is what we have had to do with every brand of cocoa we have bought.  The flavor is excellent."
"10674","B00389Q4XW","A1JVF060B1DCZF","roark2630","3","3","5","1278028800","Best Hot Chocolate Ever","My wife loves this item. She will not drink any other Hot Chocolate. The K-Cup system is great!"
"10675","B00389Q4XW","A187DYL1ZEPLDG","janetS","2","2","2","1296172800","Green Mtn Hot Choc","The hot chocolate has a weird flavor to it.  I will not be buying this product again, and will probably not consider any more green mountain products."
"10676","B00389Q4XW","A3QK4RAQT5UK36","Lissachelle","2","2","4","1290211200","Good for a different drink option","I recently bought a Keurig coffee maker and was looking for k-cups when I discovered this.  My daughter is a hot chocolate lover and so I decided to give this a try.  If your coffee machine has different size drink settings use smallest size setting otherwise it is too watery but when done on the lowest size setting it makes a very good cup of hot cocoa.  My daughter loves it and has it nearly every morning.  It is very convenient and if you have a Keurig coffee maker and are looking for drink alternatives to coffee this is a good choice."
"10677","B00389Q4XW","ATHM8NPDRLCQG","Carol Hager","1","1","5","1326758400","green mountain hot cocoa","very rich chocolate taste.not too sweet,great for a cold winter evening topped with mini marshmellows. i will certainly reccomend it"
"10678","B00389Q4XW","AABKZGDR9KF5W","M. McAdams ""Mikayla""","1","1","3","1322784000","""It's OK"" describes this perfectly.","I originally tried this as a part of a variety pack. I'm glad I didn't buy the whole package. If you like richer hot chocolates, then you will not like this. I tried making this hot chocolate on all three settings (smaller, medium, larger cups on the three option Keurig machines). All of the options tasted too watery for me. I would often add creamer to try to substitute for the lack of flavor to them.  If this is a machine you have in your office and are looking for something different than coffee, it is, like the stars-rating claims, okay. It tastes like what it is - a mediocre hot chocolate they added to a coffee line to simply offer variety.Personally, I prefer to just use Swiss Miss packets and use the Keurig to heat the water. You get better taste (by a company known for hot chocolate) and the convenience of the Keurig machine. Plus, you save a lot of money."
"10679","B00389Q4XW","A32KW95EADGD6J","Michael G Schultz","1","1","2","1322438400","Not very good Hot Chocolate","I used the minimum cup size to try and maximize the chocolate taste.  This did not help but if you like a weak chocolate taste then you will like it."
"10680","B00389Q4XW","A1WQ66ZW0GJUYP","OutdoorGirl","1","1","2","1320105600","Terrible Hot Chocolate","I don't like this product at all.  Much tastier and cheaper to just use hot water and a packet of hot chocolate mix from Nestle or Swiss Miss."
"10681","B00389Q4XW","A3Q307658TBYCR","Shirley A Sluskonis","1","1","2","1319500800","Didn't like it","This product would be better made with milk, which of course, then would not be for the Keurig machine. There are other brands I prefer."
"10682","B00389Q4XW","A2MEPSQCAP5A6U","Roy","1","1","2","1316822400","Weak hot chocolate","This hot chocolate is pretty blah. Not very chocolatey and certainly not very strong. It's not the fault of the Keurig -- the Cafe Escapes Dark Chocolate is way better."
"10683","B00389Q4XW","A2V26XKFGTOOG9","John W. French ""Fat Broad""","1","1","1","1313971200","Horrible Chocolate","Yuck...WORST ""CHOCOLATE"" I have ever had. Save your money on this brand and find another. Doesn't even taste taste like chocolate; we threw the rest away."
"10684","B00389Q4XW","AZKYK733IPF3G","John D. Boyd","1","1","2","1312761600","Not hot.","I've been through two 24 cup boxes of this hot chocolate, and it isn't great.  It's not badly priced, and the first few sips are fine.  But after it sits for five minutes cooling in your cup it separates.  It ends up being watery for the most part with a bunch of chocolate mix on the bottom."
"10685","B00389Q4XW","A3D6AVV1FYR6RL","ShoeMom","1","1","2","1311811200","Not so hot cocoa","Of course the Keurig Green Mtn Hot Cocoa is the ultimate in convenience, but, frankly, the flavor is not so hot.  Best description is slightly chocolate-flavored cardboard.  Everything else about it is fine (consistency, ease of use), but G.M. should ramp up the flavor with way more chocolate."
"10686","B00389Q4XW","A3BLP7LRNCAT2Y","Liliana ""maccentris""","1","1","1","1304467200","It's ok, but certainly not worth the cost","I recommend this instead for the same price: Swiss Miss Hot Cocoa Mix, Milk Chocolate, 16-Count Envelopes (Pack of 8)This thing falls short, I found myself adding some milk or my non-dairy creamers to my cup of this to make it taste somewhat creamy.  It more or less tastes horrible otherwise.  After I hated it, I decided to make it with a cup of hot milk, I just decided to pour it into a hot cup of milk, and it tastes so much better.  In my opinion, they need to up the powdered milk in them, or the non-dairy creamer in them.  It would improve this product so greatly.They are thieves nonetheless, you usually get 10 envelopes of hot cocoa that tastes better than this in the supermarket for less than five bucks, buy two for less than ten, and still be spending less than what I spent with these.  I really thought I was buying quality, this is definitely not unless I use milk which is like cheating myself and spending extra money.  I've drank common hot cocoa from supermarket straight with water that tasted way better than this.AVOID!"
"10687","B00389Q4XW","A2FJREW7V6866E","ssewell03","1","1","2","1296864000","Cost too much...","The hot chocolate is fine but the price here is crazy.  You can get the same thing on the Keurig site for under $15."
"10688","B00389Q4XW","A315IIQ8QOROBZ","Nicole E. Wagner","1","1","3","1296604800","Kids will be satisfied.  Adults, won't want to waste their calories.","Definitely use the smallest amount of water and be sure to shake the cup before brewing.  The kids got a kick out of making their own ""kid coffee"" but this was only after we tweaked it with less water and brewed it with 3 marshmallows on top. (The hot cocoa hitting the marshmallows releases added sugar as well as turns the marshmallows nice and mushy :)The rest of us don't care to waste our daily calories on something that was, in our opinion, chocolatey water.  Still, it was worth the price for the simple fact that the kiddos can come in from sledding and brew their own hot cocoa without much mess."
"10689","B00389Q4XW","A1PCPDV701HQ6D","misty","1","1","3","1296086400","My 9 YO loves them.","I enjoy a good cup of hot chocolate on a cold day. This is okay. You can't expect much when when all you use is water. I would say it is a bit better than the instant hot chocolate packets, but not by much. What I like the best is the easy factor. I can let my 9YO make her own cup without worrying about pulling hot water out of the micro and spilling it all over while trying to mix it like you do in the packets. So for that alone its a great deal. Price is not the best, but again the convienience is key."
"10690","B00389Q4XW","A2ZOVHKYDH4UOJ","ark76 ""Annie K""","1","1","5","1293753600","most rich cup yet on keurig","Of all the cups I've used, this has the most rich flavorful on the large setting (for my 2 size machine).  Absolutely no chocolate left in cup - came  out clean looking - and no mess left in the machine.  My machine directions recommended doing a hot water cycle through after brewing chocolate but no need with this one. YUMMMM."
"10691","B00389Q4XW","A10E7LMFS1MUS5","Diana Wright","1","1","3","1290297600","Not as good as I'd hoped","I like my hot chocolate to have alot of ""chocolatey"" flavor. Even when I use the smallest size brewing cup the Green Mountain hot cocoa K-cups tastes watered down. I have to add my own powdered hot chocolate to give it enough flavor."
"10692","B00389Q4XW","AOKHQ3PQ1O7T2","Anne C. Labombard","3","4","1","1294099200","Really bad hot chocolate","I had high hopes for the convenience of this product.  My daughter LOVES hot chocolate. This really was a total disappointment.  I threw these kcups out.  If you use the smallest setting on your Keurig, you get 3 oz of watery hot chocolate.  Larger settings are not drinkable.Save your money and get cocoa packets or a good tin of hot cocoa - and take advantage of the instant hot water the keurig provides."
"10693","B00389Q4XW","A2QBZA4S1ROX9Q","Jake","0","0","2","1346544000","Not Great","I was expecting a bit better after reading other reviews. This is about the same as any other hot chocolate made with water. I prefer making it with milk as the flavor and texture is much better. Adding milk didn't help much. I guess Mom spoiled me (good)."
"10694","B00389Q4XW","A2FJBCW3QSZ7S3","Stacey","0","0","5","1334102400","Tastes great","My 12 year old loves to make a cup of this before school every morning. The cocoa tastes wonderful and brews up nice. We add a splash of milk to cool it off and it's so good. I don't taste anything artificial, in fact the quality is great. We will bring this camping for the younger kids. With the powders we always had clumps, this brews a great cup every time and tastes like the expensive coffee shop stuff!"
"10695","B00389Q4XW","A2W2RQYG5F8TDP","C. Sefchik ""book worm""","0","0","4","1319587200","Hot chocolate K-cups","The hot chocolate was very tasty, but pretty expensive for hot chocolate. You can buy hot chocolate K-cups in most retail stores and some grocery chains and it is the same thing for less money than advertised on here."
"10696","B00389Q4XW","A2G1E1VLX7DVNN","Jan","0","0","5","1318723200","Great product","I recently bought a Keurig Coffee maker because my husband and I love our coffee and tea, but sometimes want different drinks on certain days and this coffee maker fit the bill. We both enjoy this hot cocoa as much as do our grandchildren. Likely the best hot cocoa K-cup that we have tried so far. They arrived sooner than expected and arrived as described. Happy with the service and the product.Comment Comment  Permalink"
"10697","B00389Q4XW","A1D8K2M6V98VHW","bernadettes hobby","0","0","5","1317686400","cocoa cups","One of the best tasting cocoa mix I have found , So easy to make just one cup for myself and the cup iseasy to clean with no grounds invovlved. Use with K cup lids"
"10698","B00389Q4XW","A1D5NBQVBW4YQJ","C. Ogawa","0","0","5","1317513600","Hot Chochlate for the coffe machin","This is a great product to put in your Keurig machine.  I use is with a cup of coffee and make a mocha."
"10699","B00389Q4XW","A1N06XIVTDQMP","LadyRae13","0","0","5","1316563200","Delicioso!","Such good hot chocolate for the K Cup brewers out there!  DO NOT pass this one up!  Is not too sweet and very chocolatey :)"
"10700","B00389Q4XW","A1ER8O6Q8VN8GI","Alma","0","0","3","1314921600","Okay hot chocolate","This product wad very weak! I couldn't even make out that it was supposed to be hot chocolate. Will never buy again a waste of money!"
"10701","B00389Q4XW","A3ALHF3N0BK6CD","Carl","0","0","5","1307318400","Excellent product","These are very good tasting and very fast making drinks.  The convene e of having a cup of hot chocolate in seconds and have it taste good is such a plus."
"10702","B00389Q4XW","A3EE6H7631H0V4","CJDavidson ""Bushy""","0","0","4","1305763200","Quick, Easy and Tasty","The local auto shop offers this free to it customers. I've tried it twice and liked it both times. Perhaps, if I had to pay for it, I might not love the price, but I would still enjoy the flavor."
"10703","B00389Q4XW","A3P43UNNLR51GE","vince","0","0","1","1301788800","Hot Cocoa","This product was not very good at all. It did not have the taste or consistency of the wanted beverage."
"10704","B00389Q4XW","A16WZDFGYVVKKY","Laurie Ebrahimi ""frequent shopper""","0","0","3","1300233600","expensive","I thought that getting hot cocoa would be a nice change, but after having my machine get clogged up, needing to clean the needles, and then putting a rinse brew after each cup is made, I've found it faster to stick with the packet of instant mix and heat water in the microwave."
"10705","B00389Q4XW","A3NUR4CJGXLHEN","wilco","0","0","5","1300147200","Wilco","This cocoa is very good. I love it, so does my son. I actually like to mix half coffee with this cocoa, very tasty. And my son likes the flavor ,and the fact that it is low in carbs."
"10706","B00389Q4XW","A2BZAW8N35KZMQ","Katie H","0","0","5","1299369600","Chocolate Delight","Whole family loves this hot chocolate. We went through the entire box in less than a week. It is smooth, creamy, chocolate delight. And if you combine it with a k-cup of coffee it makes a perfect cafe mocha! Must buy more, more, more..."
"10707","B00389Q4XW","A23CDAI9ZJWVKO","Elaine","0","0","5","1297555200","I love CocoaWhen I","When I got my coffee maker there were only two cocoa cups in the mix of coffee.  How delighted I was for Amazon to offer 24  cup purchases.  Really great idea!"
"10708","B00389Q4XW","A3PZXFWWLWZLCB","eyzrbrn ""eyzrbrn""","0","0","2","1294876800","Agree, watered down & overpriced Hot Chocolate","Very disappointed in this.  Heed the bad reviews.  I am now at the lowest amount of brewing and it still tastes watered down.  Need to dump some Swiss Miss Hot Chocolate in there to give it flavor and that point, what was the purpose.  With the product already being overpriced (shop elsewhere)as it was and tasting watered down; it just wasn't worth it.  Skip it!  Maybe a different brand will be better."
"10709","B00389Q4XW","A1NHNED4X7LXRE","Doc Martin ""DakotaDocMartin""","0","0","1","1294704000","Yuck! Chocolate flavored water is what you get. Not good at all!","This is some of the worst stuff I've ever tried to drink. It's even worse than that awful stuff that comes out of those machines where the cup drops down and fills it. I tried it on the various cup size settings with my Keurig machine and it just goes from bad to horrible when going from the larger size to the smallest.It's a complete waste of money.I just tried another brand that's similar and it's no good either. If you like chocolate water, buy these. If you have it in mind that you are buying ""Hot Chocolate"" with a milky or creamy flavor... that's not what this stuff is.Yuck!"
"10710","B00389Q4XW","A3IQ3RFGLD36E7","PATRICIA D. DILOSSI ""Love a bargain with quality""","0","0","2","1294704000","Not much flavor","Even though the little ones liked this product, I thought it was bland and not much flavor to it.  I will not buy more of these."
"10711","B00389Q4XW","A3NJQKIAYAEOT3","Sasooka","0","0","1","1294617600","$26.99?","This time, forget ordering through Amazon.  You can get the same product, 24 K-Cups for $12.75 at Big Cat or for $14.80 at Keurig.  These prices are a rip off."
"10712","B00389Q4XW","A1RA6757WL1ZRY","Mary Harrell","0","0","2","1294617600","Too weak","I used the small cup setting and even opened up the cap and scraped the excess mix out of the cup and it is still very weak tasting."
"10713","B00389Q4XW","ANGOXY4U7OGKX","S. Tyson","0","0","4","1290297600","yummy!","I am diabetic and I don't like artificial sugar, but I really like this hot chocolate.  Sweet enough and also has enough chocolate flavor.  I love it."
"10714","B00389Q4XW","A3DXA4AFH5ZQJ9","Betsy Kaufman","0","0","5","1290211200","Alternate Use","I love this cocoa. I place it in my Kurig with 1/2 C of water, make the cocoa and add another 1/2 hot milk...so creamy, great taste. It is still good with water but the milk adds a creamy texture..YUM"
"10715","B00389Q4XW","A2FL3ALEG2NQWG","Amanda Davis ""Amanda D""","0","0","3","1285804800","Not so Chocolately.","I would not order these K-cups again.  Maybe I'm spoiled with Godiva hot chocolate, but I think Swiss Miss hot chocolate has more chocolately flavor than these K-cups and I wouldn't waste my money on these.  It comes out a pinkish color that is not appetizing at all."
"10716","B00389Q4XW","A3OXHLG6DIBRW8","C. F. Hill ""CFH""","0","0","4","1283126400","Good Hot Cocoa - Recommended","The Green Mountain Hot Cocoa is a good choice for a nice quick cup Hot Chocolate from our Keurig B-40 B40 Elite Gourmet Single-Cup Home-Brewing System. Here are my observations:+ Good on ""Small Cup"" size, a little weak on the ""Large Cup"" setting+ Shakeup the K-Cup before using (a good tip from another reviewer)+ My wife and kids really enjoy it with peppermint Coffeemate flavoring addedRecommended!CFH"
"10717","B00389Q4XW","A1O3MWUODVG5Z","Clothes Horse ""Jodi K.""","1","2","1","1324857600","Not so good","I LOVE Green Mountain coffee.  I use it all the time for my k cups.  I got a sample of the Green Mountain Hot Cocoa and thought it would be the best.  I actually threw it out.  I tried several times to drink it.  It tasted bitter and like chemicals.  I have tried samples of the other brands of hot cocoa and this by far was the worst.  I was so surprised because I adore their coffee.  I personally would not recommend this.  Maybe it is the soy I don't know.  It just tasted very, very odd.  I still would recommend their coffees though!  Just to be fair I did add chocolate redi whip.  But I add that to all of my hot cocoa and it always tastes good."
"10718","B00389Q4XW","A1YG8RR1RP1Z7C","The MadCat","1","2","1","1294531200","These are horrible.","Even after shaking the cup and only using 6 ounces of water, this ""hot cocoa"" (pretty sure there's not a lick of real chocolate in it) still tastes horrible."
"10719","B00389Q4XW","A1UCMAFFH32KJ1","Busy Mom","1","2","1","1293667200","watered down hot chocolate","Received a Keurig brewer for Christmas and also received a pack of this hot ""chocolate"" with it.  We made some after sledding one day for myself, my husband and 2 kids (6 and 10) all thought it was terrible.  We almost returned the Keurig brewer because of it.  I have found that I am enjoying black coffee with my Keurig, but we will never buy any type of hot chocolate k cups again."
"10720","B00389Q4XW","A3FVP73BH9JW5X","D. Valley ""Red River""","1","2","1","1293667200","Problem with making the cocoa","I have tried 4 times to make cocoa with this product.  Twice it appeared to plug the coffee maker and would only provide about one once of cocoa.  The other two times the product worked correctly.  I do not think it is the coffee maker problem because it has made dozens of cups of coffee with no problems.  So I can not recommend this product."
"10721","B00389Q4XW","A1RBLY1J2M0AO0","Sporty12","0","1","5","1318809600","Great Product & Service","I received my product in a timely fashion and was exactly what I expected! I would recommend this to anyone!"
"10722","B000NMG99Q","A3O8XCQCRVQNQY","Spock","5","5","5","1268092800","Just like from when I was a kid...","I remember going with my mother to Payless drug store, which has turned into CVS Pharmacy here on the West Coast.  Payless used to sell these in the 80s and while the packaging is different now, the candy is still the same.  Boy are these good.  My mom got me hooked on them, and on the Milk and Honey ones too, and I just love them now just as much as when I was 10!  I am so glad to find these, the honey inside is very good, and the outside tastes like lovely solid honey.  I love ordering this larger pack since I can just grab a bar and tuck it into my purse and and eat these as a light snack or to freshen my breath.  If you love putting honey on toast, or just eating it out of the jar, you will probably like these.  The honey inside is a light honey, not dark just in case that matters to you."
"10723","B000NMG99Q","A2UHQQQNV8MKCN","Carolyn ""catalysttx""","2","2","5","1295740800","Just like I remembered!","I remembered these honey candies from when I was a child, and ordered a box.  They were exactly like I remembered--great honey flavor and liquid center.  I shared them with friends and family, and am ordering my second box. I also like them for when I have a cold or allergies and have that throat tickle. This is the hard candy you'll find in my purse!"
"10724","B000NMG99Q","A2NUGC6IZELVJO","Jane M. Dalton","2","2","5","1258588800","GREAT CANDY TREATS","I have been looking for these great candies for years.  Every now and then I would come across them in a candy store.  It is so nice to know I can now order them on line at Amazon and always have Honees on hand to enjoy and share with others.  I love the honey filling. Try them. JANE"
"10725","B000NMG99Q","A1KDYW37P6WCC8","LAV ""lav_nyc""","1","1","5","1203033600","Glad I found these again.","I had not seen these candies in my neighborhood for a long time.  I developed a cough and nothing was working.  I tried to find these because I just had a feeling they would work.  I could not find them anywhere, so I searched Amazon, and viola, here they are.  They are a great candy and the drop of honey inside really soothes the throat.  My whole family loves them and everyone I offer them to try like them a lot.  I think Amazon will get a lot of new orders for these."
"10726","B000NMG99Q","AXW3NFHP4ICNH","Ariel Imrie","3","4","5","1255824000","Can't get enough","I first found these at a local deli but they freqently were out of stock so I was thrilled to find them on Amazon. These are very satisfying and I have great fun introducing friends and co-workers to them.I also frequently recommend them to people with sore throats or coughs. Honey is an antibacterial agent and very soothing so these make an excellent lozenge in addition to being a wonderful candy.I bought a case so I can hand them out to people having a bad day. :)"
"10727","B000NMG99Q","A2DEGC3FXUHULO","Denise Marie Asaro","2","3","5","1264118400","Rich Honey Goodness","If you miss and crave the Honey Pine Brothers cough drops, you are going to LOVE the Honees Honey candy. I also love that they are imported from Italy. It's nice to see something other that ""Made in China""!"
"10728","B000NMG99Q","AQIXE747RLFDV","tdario","0","0","5","1347926400","Just like I remembered.","Been looking for these for 15 years, so glad I finally found them, Just like I remembered from my childhood. :-)"
"10729","B000NMG99Q","A3BRSO2WA0NYEJ","Harry D. Thurlo Jr. ""author""","0","0","5","1287878400","Great candy","I love these. They're just the right amount of sweetness and I really enjoy the fact that each piece is individually wrapped."
"10730","B000NMG99Q","A28ES14NI5HFVU","Faith A. Holinda ""Faith H.""","1","2","4","1231200000","Sweet as honey","LOVE THEM !It took me forever to find these.Everyone who I have given them to to try has loved them & want MORE!Shipping is on the high side though."
"10731","B000NMG99Q","A2NVF1654CU0VS","Donna E. Wood ""DEW""","0","1","5","1189382400","Perfect","Just a perfect transaction. I can't buy this candy anywhere in my town so this was a great find."
"10732","B000UCW7D6","A28KP8REZRP1C4","Cascade book lover","2","2","5","1294444800","Very good rub, but don't buy it at $25!","All Tom Douglas rubs are great, but I have no idea why they're listed for $25+ here. You can buy them for about $6 in Seattle grocery stores or at Tom Douglas' website."
"10733","B001KUSJ7U","A1RN8CFSDENCZ2","Lookoutescapes","0","0","5","1311897600","The best cereal we every had!  Please keep up the good work.","This cereal is awesome and our very favorite of all of the Nature's Path Cereals.  We love it and buy it in multiple boxes!"
"10734","B001KUSJ7U","A3A9SL3QKWAR3S","Linda Murphy","0","1","1","1295568000","The Price-ARE YOU KIDDING","I just bought a 35 oz box of this at Sam's Club yesterday for $7.87.  AND the reason I looked it up on the internet today is because it is NOT GOOD.  I checked and the expiration date on the box says best if used by Feb 16, 2011.  I bought it Jan 20, 2011.  WTH  The raisins in it are so hard they could break your teeth.  The flavor is unimpressive.  The packaging was so hard to open I had to get scissors and then use a zip lock bag because my attempts at opening it, no matter how carefully I tried, caused me to rip the bag.  I doubt I will need to worry about keeping it fresh as I'll probably not eat it again AND I don't think it's very fresh to begin with. YEEEUUUKKKKK  and what's with this price?  Is it a joke?"
"10735","B000LR4FA8","A32NEDX6UVV8DE","John G. Svinos ""Harleydude""","2","2","4","1291248000","Excellent Quality and Value","I really enjoyed this product. It tastes good and is very close to the Russian or Iranian versions. Also, the service and quick delivery were an added bonus.  I would highly recommend this product."
"10736","B000LR4FA8","A10Q5N7CMM9U39","Paul Antseliovich ""PaulAntsell""","1","1","3","1331510400","""Malossol""?","Guys, do you know what ""malossol"" means in Russian?""Lightly salted"".This particular caviar was actually over-salted quite a bit.Other than that its a very good tasting caviar (I guess you can blame a puddlefish for that), very close to Russian Sturgeon's caviar."
"10737","B0075YGV9I","A113U8PF9I64BN","jacgia","0","0","5","1339977600","So nice to get a piece of home","Received this item as expected - if anyone has had peanut porridge - this is  as close as it gets to Jamaica !"
"10738","B003OEVLYS","A20OJPV6XHX292","ksumday","0","0","5","1347580800","Good Deal!","Good deal, better than buying at the local craft store and even better than the online cake supply stores.  Item arrived as promised and will be useful when making Spider and Turkey cupckaes during the fall baking season."
"10739","B0029NVMXA","A20OQMLRFNZADL","Jazzer","1","1","3","1337904000","Sliced Hard Chicken Hot Dogs for Cats!","This product does not smell very well to me.  In fact, I have to use a fork to ""tenderized"" the pieces for my old kitty cat."
"10740","B0029NVMXA","A3PJV6HVFRQZ94","Grandma","1","1","5","1330041600","cat lover","my cat loves this  first time I have found a cat food that he will eat and every time i go in the kitchen he thinksits time to eat"
"10741","B0029NVMXA","A3DY4WH5HJD32W","M. Johnson ""Newsletters Direct""","0","0","4","1346198400","Good Cat Food Without Smelly Cans","What self-respecting cat isn't a picky eater?  I've never met any.  My cat likes Whiskas Choice Cut foods mainly for the gravy, and sometimes for the meat.  Omar the Magnificent and Wonderful likes both  the Beef in Gravy or Tuna.  Truth be told his dry crunchie is really his go-to choice, but he's that way with all prepared moist foods.  If you ask him his true five-star preference is meat caught fresh in  the garden.  Let's skip the details, you don't want to know.... Let's just say that Omar (M&W) is on the job!I personally prefer Whiskas foods in pouches because Omar is OK with allowing any remaining food to be left in pouch when stored in fridge, rather than having to transfer it from a can to a glass container.  (Come on you all have cats that expect you to do this!)  Pouches are easy to dispose of too.  Just rinse and trash.  You aren't messing with storing smelling cans and trips to the recycling center."
"10742","B0029NVMXA","A2JRLR1M0XHQGA","S.A.","0","0","5","1346112000","Good Cat Food","This Cat food is very delicious that my cat loves the product. Every time I open the pouch, my cat will come wanting to eat it. Please try this product with your cat if you have not done so yet. It is good for cats that are picky eaters."
"10743","B0029NVMXA","A35AHT8F46781I","Mrs. T","0","0","5","1345680000","Happy Cat","My cat will only eat the Whiskas Choice cuts with beef.  My local stores quit carrying this product and I bought any cat food similar to it, regardles of price.  My cat ate only dry food for two months or more.  He lost weight that he can't afford to lose. I am so happy that I found this Whiskas item on Amazon."
"10744","B0029NVMXA","A2TKDK35DVZM7N","Gormet Pig","0","0","5","1345420800","My cat's favorite flavor","It is hard to get just one falvor of this product. I was very happy to order 48 pouches. However, when they arrived the out side of the box label was turkey in gravy but they contained mixed grill instead. I could not return but Amazon gave me a total refund. If you are ordering this, wait about 10 days (after 9/1/12)so you don't receive Mixed Grill like I did. It was labeled wrong from the factory so it will take them a while to get new shippments."
